volume,type,publisher,authors,year,eid,title,pages,cited_by_count,number,open_access,topics,journal,doi,concepts
33,journal-article,American Chemical Society (ACS),"Ramírez-Pradilla, Juan S. and Blanco-Tirado, Cristian and Hubert-Roux, Marie and Giusti, Pierre and Afonso, Carlos and Combariza, Marianny Y.",2019,2-s2.0-85065100312,Comprehensive Petroporphyrin Identification in Crude Oils Using Highly Selective Electron Transfer Reactions in MALDI-FTICR-MS,3899-3907,47,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Radioactive element chemistry and processing']",Energy &amp; Fuels,10.1021/acs.energyfuels.8b04325,"[{'name': 'Chemistry', 'score': 0.8955138921737671}, {'name': 'Chromatography', 'score': 0.7290867567062378}, {'name': 'Mass spectrometry', 'score': 0.7116870880126953}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.7116382122039795}, {'name': 'Electrospray ionization', 'score': 0.5083188414573669}, {'name': 'Sample preparation', 'score': 0.4905666708946228}, {'name': 'Acetonitrile', 'score': 0.43818148970603943}, {'name': 'Analytical Chemistry (journal)', 'score': 0.39739087224006653}]"
218,journal-article,Royal Society of Chemistry (RSC),"Le Maître, Johann and Hubert-Roux, Marie and Paupy, Benoît and Marceau, Sabrina and Rüger, Christopher P. and Afonso, Carlos and Giusti, Pierre",2019,2-s2.0-85071137738,Structural analysis of heavy oil fractions after hydrodenitrogenation by high-resolution tandem mass spectrometry and ion mobility spectrometry,417-430,51,,False,"['Petroleum Processing and Analysis', 'Catalysis and Hydrodesulfurization Studies', 'Hydrocarbon exploration and reservoir analysis']",Faraday Discussions,10.1039/c8fd00239h,"[{'name': 'Hydrodenitrogenation', 'score': 0.9677510261535645}, {'name': 'Chemistry', 'score': 0.7106435894966125}, {'name': 'Mass spectrometry', 'score': 0.7015267610549927}, {'name': 'Tandem mass spectrometry', 'score': 0.6332302093505859}, {'name': 'Ion-mobility spectrometry', 'score': 0.600959062576294}, {'name': 'High resolution', 'score': 0.48070746660232544}, {'name': 'Tandem', 'score': 0.43847617506980896}, {'name': 'Chromatography', 'score': 0.2624576985836029}]"
218,journal-article,Royal Society of Chemistry (RSC),"Afonso, Carlos and Barrow, Mark P. and Bell, Nicholle G. A. and Davies, Antony N. and Duca, Dumitru and Focsa, Cristian and Gauchotte-Lindsay, Caroline and Giusti, Pierre and Godfrey, Ruth and Goodacre, Royston and Hawkes, Jeffrey A. and Hertkorn, Norbert and Jansen, Jeroen J. and Jones, Donald and Kew, William and Le Guennec, Adrien and Lubben, Anneke and Paša-Tolić, Ljiljana and Rodgers, Ryan P. and Rüger, Christopher P. and Schmitt-Kopplin, Philippe and Schoenmakers, Peter J. and Sciarrone, Danilo and Summerfield, Stephen and Uhrín, Dušan and van Zelst, Fleur H. M.",2019,2-s2.0-85071080734,Dealing with complexity: General discussion,138-156,1,,False,['Complex Systems and Decision Making'],Faraday Discussions,10.1039/C9FD90055A,"[{'name': 'Computer science', 'score': 0.44494393467903137}, {'name': 'Data science', 'score': 0.4227559566497803}]"
218,journal-article,Royal Society of Chemistry (RSC),"Afonso, Carlos and Chaux, Caroline and Davies, Antony N. and Delsuc, Marc-André and Fernandez Lima, Francisco and Gauchotte-Lindsay, Caroline and Giusti, Pierre and Goodacre, Royston and Hawkes, Jeffrey A. and Hertkorn, Norbert and Jansen, Jeroen J. and Kew, William and Kuhn, Stefan and Lubben, Anneke and McGill, Daniel and Nilsson, Mathias and Parkinson, John and Rodgers, Ryan P. and Rogers, Simon and Schmitt-Kopplin, Philippe and Schoenmakers, Peter J. and Shintu, Laetitia and Soong, Ronald and Summerfield, Stephen and Surman, Andrew and Uhrín, Dušan and van der Hooft, Justin J. J.",2019,2-s2.0-85071085226,Future challenges and new approaches: General discussion,505-523,1,,False,"['Environmental Chemistry and Analysis', 'Aquatic Ecosystems and Phytoplankton Dynamics', 'Ecosystem dynamics and resilience']",Faraday Discussions,10.1039/c9fd90046b,"[{'name': 'Data science', 'score': 0.4787237346172333}, {'name': 'Computer science', 'score': 0.44031789898872375}]"
218,journal-article,Royal Society of Chemistry (RSC),"Afonso, Carlos and Barrow, Mark P. and Davies, Antony N. and Delsuc, Marc-André and Ebbels, Timothy and Fernandez-Lima, Francisco and Gauchotte-Lindsay, Caroline and Giusti, Pierre and Goodacre, Royston and Hertkorn, Norbert and Jansen, Jeroen J. and Jones, Donald and Kew, William and Kuhn, Stefan and Le Guennec, Adrien and Lubben, Anneke and Parkinson, John and Paša-Tolić, Ljiljana and Rogers, Simon and Rudd, Timothy R. and Schoenmakers, Peter J. and Sidebottom, Philip and Summerfield, Stephen and Tinnevelt, Gerjen H. and Trifirò, Gianluca and Trygg, Johan and van der Hooft, Justin J. J.",2019,2-s2.0-85071119011,Data mining and visualisation: General discussion,354-371,2,,True,['Data Mining Algorithms and Applications'],Faraday Discussions,10.1039/C9FD90044F,"[{'name': 'Data science', 'score': 0.5413112640380859}, {'name': 'Visualization', 'score': 0.5410595536231995}, {'name': 'Computer science', 'score': 0.5127125978469849}, {'name': 'Data mining', 'score': 0.33393898606300354}]"
218,journal-article,Royal Society of Chemistry (RSC),"Adair, Elaine and Afonso, Carlos and Bell, Nicholle G. A. and Davies, Antony N. and Delsuc, Marc-André and Godfrey, Ruth and Goodacre, Royston and Hawkes, Jeffrey A. and Hertkorn, Norbert and Jones, Donald and Lameiras, Pedro and Le Guennec, Adrien and Lubben, Anneke and Nilsson, Mathias and Paša-Tolić, Ljiljana and Richards, Josh and Rodgers, Ryan P. and Rüger, Christopher P. and Schmitt-Kopplin, Philippe and Schoenmakers, Peter J. and Sidebottom, Philip and Staerk, Dan and Summerfield, Stephen and Uhrín, Dušan and van Delft, Pieter and van der Hooft, Justin J. J. and van Zelst, Fleur H. M. and Zherebker, Alexander",2019,2-s2.0-85071103542,High resolution techniques: General discussion,247-267,9,,False,['Soil Geostatistics and Mapping'],Faraday Discussions,10.1039/c9fd90045d,"[{'name': 'Resolution (logic)', 'score': 0.6533839702606201}, {'name': 'High resolution', 'score': 0.497896671295166}, {'name': 'Sample (material)', 'score': 0.45822131633758545}, {'name': 'State (computer science)', 'score': 0.45712724328041077}, {'name': 'Extraction (chemistry)', 'score': 0.4540293514728546}, {'name': 'Computer science', 'score': 0.45108872652053833}, {'name': 'Separation (statistics)', 'score': 0.41763466596603394}, {'name': 'Remote sensing', 'score': 0.21917933225631714}]"
32,journal-article,American Chemical Society (ACS),"Putman, Jonathan C. and Gutiérrez Sama, Sara and Barrère-Mangote, Caroline and Rodgers, Ryan P. and Lobinski, Ryszard and Marshall, Alan G. and Bouyssière, Brice and Giusti, Pierre",2018,2-s2.0-85058936927,Analysis of Petroleum Products by Gel Permeation Chromatography Coupled Online with Inductively Coupled Plasma Mass Spectrometry and Offline with Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,12198-12204,31,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Analytical Chemistry and Chromatography']",Energy &amp; Fuels,10.1021/acs.energyfuels.8b02788,"[{'name': 'Chemistry', 'score': 0.9072351455688477}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.810631513595581}, {'name': 'Mass spectrometry', 'score': 0.7439813613891602}, {'name': 'Gel permeation chromatography', 'score': 0.6260270476341248}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5754344463348389}, {'name': 'Mass spectrum', 'score': 0.4731762707233429}, {'name': 'Chromatography', 'score': 0.460929811000824}, {'name': 'Organic chemistry', 'score': 0.11288362741470337}]"
8,journal-article,MDPI AG,"Schnee, Gilles and Farenc, Mathilde and Bitard, Leslie and Vantomme, Aurelien and Welle, Alexandre and Brusson, Jean-Michel and Afonso, Carlos and Giusti, Pierre and Carpentier, Jean-François and Kirillov, Evgueni",2018,2-s2.0-85057307054,"Synthesis, APPI mass-spectrometric characterization, and polymerization studies of group 4 dinuclear bis(Ansa-metallocene) complexes",,7,,True,"['Organometallic Complex Synthesis and Catalysis', 'Lanthanide and Transition Metal Complexes', 'Radioactive element chemistry and processing']",Catalysts,10.3390/catal8110558,"[{'name': 'Metallocene', 'score': 0.7973513603210449}, {'name': 'Ethylene', 'score': 0.6722270250320435}, {'name': 'Nucleophile', 'score': 0.6476476192474365}, {'name': 'Chemistry', 'score': 0.625972330570221}, {'name': 'Metathesis', 'score': 0.5847035646438599}, {'name': 'Ligand (biochemistry)', 'score': 0.5743898749351501}, {'name': 'Zirconium', 'score': 0.5197051167488098}, {'name': 'Polymer chemistry', 'score': 0.4412393867969513}]"
32,journal-article,American Chemical Society (ACS),"Santos Silva, H. and Alfarra, A. and Vallverdu, G. and Bégué, D. and Bouyssiere, B. and Baraille, I.",2018,2-s2.0-85056449953,Impact of H-Bonds and Porphyrins on Asphaltene Aggregation As Revealed by Molecular Dynamics Simulations,11153-11164,42,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.8b01901,"[{'name': 'Asphaltene', 'score': 0.8801833391189575}, {'name': 'Molecular dynamics', 'score': 0.7543478012084961}, {'name': 'Chemistry', 'score': 0.4999728202819824}, {'name': 'Dynamics (music)', 'score': 0.4905692934989929}, {'name': 'Chemical physics', 'score': 0.430019736289978}, {'name': 'Computational chemistry', 'score': 0.3172762989997864}, {'name': 'Organic chemistry', 'score': 0.21641883254051208}, {'name': 'Physics', 'score': 0.10686314105987549}]"
104,journal-article,Elsevier BV,"Gutiérrez Sama, Sara and Barrère-Mangote, Caroline and Bouyssière, Brice and Giusti, Pierre and Lobinski, Ryszard",2018,2-s2.0-85034108377,Recent trends in element speciation analysis of crude oils and heavy petroleum fractions,69-76,45,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Mass Spectrometry Techniques and Applications']",TrAC Trends in Analytical Chemistry,10.1016/j.trac.2017.10.014,"[{'name': 'Chemistry', 'score': 0.7084482312202454}, {'name': 'Mass spectrometry', 'score': 0.6617518663406372}, {'name': 'Distillation', 'score': 0.6023113131523132}, {'name': 'Chromatography', 'score': 0.5111947655677795}, {'name': 'Sulfur', 'score': 0.5099045038223267}, {'name': 'Inductively coupled plasma mass spectrometry', 'score': 0.46019792556762695}, {'name': 'Analytical Chemistry (journal)', 'score': 0.438789427280426}, {'name': 'Petroleum', 'score': 0.4345983862876892}]"
32,journal-article,American Chemical Society (ACS),"Gutiérrez Sama, Sara and Farenc, Mathilde and Barrère-Mangote, Caroline and Lobinski, Ryszard and Afonso, Carlos and Bouyssière, Brice and Giusti, Pierre",2018,2-s2.0-85045849798,"Molecular Fingerprints and Speciation of Crude Oils and Heavy Fractions Revealed by Molecular and Elemental Mass Spectrometry: Keystone between Petroleomics, Metallopetroleomics, and Petrointeractomics",4593-4605,36,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Radioactive element chemistry and processing']",Energy &amp; Fuels,10.1021/acs.energyfuels.7b03218,"[{'name': 'Mass spectrometry', 'score': 0.7252111434936523}, {'name': 'Chemistry', 'score': 0.6680593490600586}, {'name': 'Genetic algorithm', 'score': 0.630887508392334}, {'name': 'Environmental chemistry', 'score': 0.5160231590270996}, {'name': 'Elemental analysis', 'score': 0.4302036762237549}, {'name': 'Chromatography', 'score': 0.32216978073120117}, {'name': 'Organic chemistry', 'score': 0.10661405324935913}, {'name': 'Biology', 'score': 0.07311627268791199}]"
32,journal-article,American Chemical Society (ACS),"Giusti, Pierre and Bouyssière, Brice and Carrier, Hervé and Afonso, Carlos",2018,2-s2.0-85043996779,18th International Conference on Petroleum Phase Behavior and Fouling,2641,10,,False,['Petroleum Processing and Analysis'],Energy &amp; Fuels,10.1021/acs.energyfuels.8b00610,"[{'name': 'Fouling', 'score': 0.8729552030563354}, {'name': 'Petroleum', 'score': 0.579587459564209}, {'name': 'Phase (matter)', 'score': 0.5173622965812683}, {'name': 'Petroleum engineering', 'score': 0.5103999972343445}, {'name': 'Biochemical engineering', 'score': 0.4844348728656769}, {'name': 'Environmental science', 'score': 0.4818885922431946}, {'name': 'Process engineering', 'score': 0.3875119686126709}, {'name': 'Chemical engineering', 'score': 0.3653401732444763}]"
32,journal-article,American Chemical Society (ACS),"Santos Silva, H. and Alfarra, A. and Vallverdu, G. and Bégué, D. and Bouyssiere, B. and Baraille, I.",2018,2-s2.0-85044169265,Sensitivity of Asphaltene Aggregation toward the Molecular Architecture under Desalting Thermodynamic Conditions,2681-2692,28,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.7b02728,"[{'name': 'Asphaltene', 'score': 0.9489206075668335}, {'name': 'Chemistry', 'score': 0.5267205238342285}, {'name': 'Refining (metallurgy)', 'score': 0.5074328780174255}, {'name': 'Molecular dynamics', 'score': 0.4918653964996338}, {'name': 'Aggregate (composite)', 'score': 0.4885064363479614}, {'name': 'Chemical engineering', 'score': 0.47177600860595703}, {'name': 'Phase (matter)', 'score': 0.4672173261642456}, {'name': 'Molecule', 'score': 0.4381326735019684}]"
28,journal-article,American Chemical Society (ACS),"Farenc, Mathilde and Paupy, Benoit and Marceau, Sabrina and Riches, Eleanor and Afonso, Carlos and Giusti, Pierre",2017,2-s2.0-85031914104,Effective Ion Mobility Peak Width as a New Isomeric Descriptor for the Untargeted Analysis of Complex Mixtures Using Ion Mobility-Mass Spectrometry,2476-2482,34,,False,"['Mass Spectrometry Techniques and Applications', 'Analytical Chemistry and Chromatography', 'Petroleum Processing and Analysis']",Journal of the American Society for Mass Spectrometry,10.1007/s13361-017-1749-1,"[{'name': 'Ion-mobility spectrometry', 'score': 0.8994001150131226}, {'name': 'Chemistry', 'score': 0.8915194272994995}, {'name': 'Ion', 'score': 0.7088388204574585}, {'name': 'Mass spectrometry', 'score': 0.6732275485992432}, {'name': 'Fragmentation (computing)', 'score': 0.6373687386512756}, {'name': 'Analytical Chemistry (journal)', 'score': 0.6256599426269531}, {'name': 'Millisecond', 'score': 0.4188898205757141}, {'name': 'Chromatography', 'score': 0.28472280502319336}]"
31,journal-article,American Chemical Society (ACS),"Gascon, German and Vargas, Vicmary and Feo, Llinaber and Castellano, Olga and Castillo, Jimy and Giusti, Pierre and Acavedo, Socrates and Lienemann, Charles-Philippe and Bouyssiere, Brice",2017,2-s2.0-85027889567,"Size Distributions of Sulfur, Vanadium, and Nickel Compounds in Crude Oils, Residues, and Their Saturate, Aromatic, Resin, and Asphaltene Fractions Determined by Gel Permeation Chromatography Inductively Coupled Plasma High-Resolution Mass Spectrometry",7783-7788,47,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.7b00527,"[{'name': 'Asphaltene', 'score': 0.9460514783859253}, {'name': 'Chemistry', 'score': 0.8830206394195557}, {'name': 'Vanadium', 'score': 0.7324535250663757}, {'name': 'Gel permeation chromatography', 'score': 0.7174250483512878}, {'name': 'Chromatography', 'score': 0.594560444355011}, {'name': 'Mass spectrometry', 'score': 0.5792418718338013}, {'name': 'Sulfur', 'score': 0.5690819621086121}, {'name': 'Nickel', 'score': 0.5363408923149109}]"
28,journal-article,American Chemical Society (ACS),"Farenc, Mathilde and Witt, Matthias and Craven, Kirsten and Barrère-Mangote, Caroline and Afonso, Carlos and Giusti, Pierre",2017,2-s2.0-85015400762,Characterization of Polyolefin Pyrolysis Species Produced Under Ambient Conditions by Fourier Transform Ion Cyclotron Resonance Mass Spectrometry and Ion Mobility-Mass Spectrometry,507-514,25,,False,"['Mass Spectrometry Techniques and Applications', 'Ion-surface interactions and analysis', 'Forensic Fingerprint Detection Methods']",Journal of the American Society for Mass Spectrometry,10.1007/s13361-016-1572-0,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.8841211795806885}, {'name': 'Chemistry', 'score': 0.8424975275993347}, {'name': 'Mass spectrometry', 'score': 0.78797447681427}, {'name': 'Ion-mobility spectrometry', 'score': 0.646003246307373}, {'name': 'Analytical Chemistry (journal)', 'score': 0.6387141942977905}, {'name': 'Atmospheric pressure', 'score': 0.6015229225158691}, {'name': 'Pyrolysis', 'score': 0.5756126642227173}, {'name': 'Polyolefin', 'score': 0.5549827814102173}]"
31,journal-article,American Chemical Society (ACS),"Ligiero, Leticia M. and Bouriat, Patrick and Dicharry, Christophe and Passade-Boupat, Nicolas and Lalli, Priscila M. and Rodgers, Ryan P. and Barrère-Mangote, Caroline and Giusti, Pierre and Bouyssiere, Brice",2017,2-s2.0-85014447141,Characterization of Crude Oil Interfacial Material Isolated by the Wet Silica Method. Part 1: Gel Permeation Chromatography Inductively Coupled Plasma High-Resolution Mass Spectrometry Analysis,1065-1071,23,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.6b02899,"[{'name': 'Chemistry', 'score': 0.7688114643096924}, {'name': 'Chromatography', 'score': 0.7373664975166321}, {'name': 'Gel permeation chromatography', 'score': 0.674038290977478}, {'name': 'Emulsion', 'score': 0.6549533605575562}, {'name': 'Mass spectrometry', 'score': 0.614072859287262}, {'name': 'Inductively coupled plasma mass spectrometry', 'score': 0.6040878295898438}, {'name': 'Extraction (chemistry)', 'score': 0.5753028392791748}, {'name': 'Inductively coupled plasma', 'score': 0.5475609302520752}]"
31,journal-article,American Chemical Society (ACS),"Ligiero, Leticia M. and Dicharry, Christophe and Passade-Boupat, Nicolas and Bouyssiere, Brice and Lalli, Priscila M. and Rodgers, Ryan P. and Barrère-Mangote, Caroline and Giusti, Pierre and Bouriat, Patrick",2017,2-s2.0-85014436352,Characterization of Crude Oil Interfacial Material Isolated by the Wet Silica Method. Part 2: Dilatational and Shear Interfacial Properties,1072-1081,17,,False,"['Petroleum Processing and Analysis', 'Enhanced Oil Recovery Techniques', 'Hydrocarbon exploration and reservoir analysis']",Energy &amp; Fuels,10.1021/acs.energyfuels.6b02897,"[{'name': 'Rheology', 'score': 0.8623837232589722}, {'name': 'Emulsion', 'score': 0.7391628623008728}, {'name': 'Shear (geology)', 'score': 0.5647634267807007}, {'name': 'Chemical engineering', 'score': 0.5572220683097839}, {'name': 'Materials science', 'score': 0.547999382019043}, {'name': 'Crude oil', 'score': 0.4995255470275879}, {'name': 'Gel permeation chromatography', 'score': 0.4443328380584717}, {'name': 'Chromatography', 'score': 0.415882408618927}]"
188,journal-article,Elsevier BV,"Santos Silva, Hugo and Sodero, Ana C.R. and Korb, Jean-Pierre and Alfarra, Ahmad and Giusti, Pierre and Vallverdu, Germain and Bégué, Didier and Baraille, Isabelle and Bouyssiere, Brice",2017,2-s2.0-84992035666,The role of metalloporphyrins on the physical-chemical properties of petroleum fluids,374-381,55,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Subcritical and Supercritical Water Processes']",Fuel,10.1016/j.fuel.2016.10.065,"[{'name': 'Petroleum', 'score': 0.6254465579986572}, {'name': 'Chemical physics', 'score': 0.55025315284729}, {'name': 'Molecular dynamics', 'score': 0.4926179051399231}, {'name': 'Nanotechnology', 'score': 0.48188358545303345}, {'name': 'Density functional theory', 'score': 0.47289028763771057}, {'name': 'Crude oil', 'score': 0.44230806827545166}, {'name': 'Molecule', 'score': 0.42996081709861755}, {'name': 'Chemistry', 'score': 0.41224706172943115}]"
30,journal-article,American Chemical Society (ACS),"Farenc, Mathilde and Corilo, Yuri E. and Lalli, Priscila M. and Riches, Eleanor and Rodgers, Ryan P. and Afonso, Carlos and Giusti, Pierre",2016,2-s2.0-84996508192,Comparison of Atmospheric Pressure Ionization for the Analysis of Heavy Petroleum Fractions with Ion Mobility-Mass Spectrometry,8896-8903,59,,False,"['Petroleum Processing and Analysis', 'Mass Spectrometry Techniques and Applications', 'Analytical Chemistry and Chromatography']",Energy &amp; Fuels,10.1021/acs.energyfuels.6b01191,"[{'name': 'Atmospheric-pressure chemical ionization', 'score': 0.8547118902206421}, {'name': 'Chemistry', 'score': 0.8259508609771729}, {'name': 'Mass spectrometry', 'score': 0.7717030644416809}, {'name': 'Ionization', 'score': 0.6212925314903259}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5985143184661865}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.5944705605506897}, {'name': 'Ion-mobility spectrometry', 'score': 0.5624321103096008}, {'name': 'Electrospray ionization', 'score': 0.5463067889213562}]"
30,journal-article,American Chemical Society (ACS),"Gutierrez Sama, Sara and Desprez, Alain and Krier, Gabriel and Lienemann, Charles-Philippe and Barbier, Jérémie and Lobinski, Ryszard and Barrere-Mangote, Caroline and Giusti, Pierre and Bouyssiere, Brice",2016,2-s2.0-84988350353,Study of the Aggregation of Metal Complexes with Asphaltenes Using Gel Permeation Chromatography Inductively Coupled Plasma High-Resolution Mass Spectrometry,6907-6912,27,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'NMR spectroscopy and applications']",Energy &amp; Fuels,10.1021/acs.energyfuels.6b00559,"[{'name': 'Inductively coupled plasma mass spectrometry', 'score': 0.7592339515686035}, {'name': 'Chemistry', 'score': 0.7191095948219299}, {'name': 'Mass spectrometry', 'score': 0.6139901876449585}, {'name': 'Chromatography', 'score': 0.6098468899726868}, {'name': 'Asphaltene', 'score': 0.550043523311615}, {'name': 'High resolution', 'score': 0.521328866481781}, {'name': 'Resolution (logic)', 'score': 0.5060746073722839}, {'name': 'Gel permeation chromatography', 'score': 0.504965603351593}]"
30,journal-article,American Chemical Society (ACS),"Silva, Hugo Santos and Sodero, Ana C. R. and Bouyssiere, Brice and Carrier, Hervé and Korb, Jean-Pierre and Alfarra, Ahmad and Vallverdu, Germain and Bégué, Didier and Baraille, Isabelle",2016,2-s2.0-84979643773,"Molecular Dynamics Study of Nanoaggregation in Asphaltene Mixtures: Effects of the N, O, and S Heteroatoms",5656-5664,96,,False,"['Petroleum Processing and Analysis', 'Enhanced Oil Recovery Techniques', 'Hydrocarbon exploration and reservoir analysis']",Energy &amp; Fuels,10.1021/acs.energyfuels.6b01170,"[{'name': 'Asphaltene', 'score': 0.9745969772338867}, {'name': 'Heteroatom', 'score': 0.9679750204086304}, {'name': 'Chemistry', 'score': 0.7564722895622253}, {'name': 'Molecule', 'score': 0.697064995765686}, {'name': 'Molecular dynamics', 'score': 0.6584912538528442}, {'name': 'Computational chemistry', 'score': 0.39056482911109924}, {'name': 'Chemical physics', 'score': 0.3884460926055908}, {'name': 'Organic chemistry', 'score': 0.2585575580596924}]"
30,journal-article,American Chemical Society (ACS),"Sodero, Ana C. R. and Santos Silva, Hugo and Guevara Level, Patricia and Bouyssiere, Brice and Korb, Jean-Pierre and Carrier, Hervé and Alfarra, Ahmad and Bégué, Didier and Baraille, Isabelle",2016,2-s2.0-84975246768,Investigation of the Effect of Sulfur Heteroatom on Asphaltene Aggregation,4758-4766,69,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.6b00757,"[{'name': 'Asphaltene', 'score': 0.9193496704101562}, {'name': 'Heteroatom', 'score': 0.849109411239624}, {'name': 'Chemistry', 'score': 0.7200811505317688}, {'name': 'Small-angle X-ray scattering', 'score': 0.7024130821228027}, {'name': 'Sulfur', 'score': 0.6886230111122131}, {'name': 'Molecule', 'score': 0.5947999954223633}, {'name': 'Scattering', 'score': 0.5761523842811584}, {'name': 'Molecular dynamics', 'score': 0.5155246257781982}]"
27,journal-article,American Chemical Society (ACS),"Romão, Wanderson and Tose, Lilian V. and Vaz, Boniek G. and Sama, Sara G. and Lobinski, Ryszard and Giusti, Pierre and Carrier, Hervé and Bouyssiere, Brice",2016,2-s2.0-84951170797,Petroleomics by Direct Analysis in Real Time-Mass Spectrometry,182-185,28,,False,"['Mass Spectrometry Techniques and Applications', 'Petroleum Processing and Analysis', 'Analytical Chemistry and Chromatography']",Journal of the American Society for Mass Spectrometry,10.1007/s13361-015-1266-z,"[{'name': 'DART ion source', 'score': 0.9866094589233398}, {'name': 'Chemistry', 'score': 0.9269542694091797}, {'name': 'Orbitrap', 'score': 0.9220870733261108}, {'name': 'Dart', 'score': 0.9063549041748047}, {'name': 'Mass spectrometry', 'score': 0.809948205947876}, {'name': 'Analytical Chemistry (journal)', 'score': 0.6486334800720215}, {'name': 'Quadrupole ion trap', 'score': 0.512069046497345}, {'name': 'Ion', 'score': 0.48831555247306824}]"
29,journal-article,Wiley,"Fouquet, Thierry and Barrère‐Mangote, Caroline and Farenc, Mathilde and Afonso, Carlos and Giusti, Pierre",2015,2-s2.0-84938709327,Atmospheric solid analysis probe mass spectrometry vs electrospray tandem mass spectrometry of polydimethylsiloxanes in positive and negative ionization modes,982-986,15,,False,"['Mass Spectrometry Techniques and Applications', 'Analytical chemistry methods development', 'Analytical Chemistry and Chromatography']",Rapid Communications in Mass Spectrometry,10.1002/rcm.7182,"[{'name': 'Chemistry', 'score': 0.9474019408226013}, {'name': 'Mass spectrometry', 'score': 0.682458221912384}, {'name': 'Tandem mass spectrometry', 'score': 0.6032376885414124}, {'name': 'Electrospray ionization', 'score': 0.5252748727798462}, {'name': 'Electrospray', 'score': 0.44512271881103516}, {'name': 'Analytical Chemistry (journal)', 'score': 0.4111762046813965}, {'name': 'Chromatography', 'score': 0.40069302916526794}]"
28,journal-article,American Chemical Society (ACS),"Desprez, Alain and Bouyssiere, Brice and Arnaudguilhem, Carine and Krier, Gabriel and Vernex-Loset, Lionel and Giusti, Pierre",2014,2-s2.0-84903151032,"Study of the size distribution of sulfur, vanadium, and nickel compounds in four crude oils and their distillation cuts by gel permeation chromatography inductively coupled plasma high-resolution mass spectrometry",3730-3737,44,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/ef500571f,"[{'name': 'Chemistry', 'score': 0.8493694067001343}, {'name': 'Vanadium', 'score': 0.7722221612930298}, {'name': 'Distillation', 'score': 0.701705276966095}, {'name': 'Sulfur', 'score': 0.6882668733596802}, {'name': 'Vacuum distillation', 'score': 0.6854275465011597}, {'name': 'Chromatography', 'score': 0.6073625087738037}, {'name': 'Nickel', 'score': 0.5783865451812744}, {'name': 'Gel permeation chromatography', 'score': 0.5742243528366089}]"
5,journal-article,Royal Society of Chemistry (RSC),"Barrère, Caroline and Selmi, Wahiba and Hubert-Roux, Marie and Coupin, Thierry and Assumani, Budagwa and Afonso, Carlos and Giusti, Pierre",2014,2-s2.0-84899875848,Rapid analysis of polyester and polyethylene blends by ion mobility-mass spectrometry,3576-3582,40,,False,"['biodegradable polymer synthesis and properties', 'Analytical chemistry methods development', 'Mass Spectrometry Techniques and Applications']",Polym. Chem.,10.1039/c4py00164h,"[{'name': 'Polyester', 'score': 0.7897796630859375}, {'name': 'Ion-mobility spectrometry', 'score': 0.7030284404754639}, {'name': 'Polyethylene', 'score': 0.660842776298523}, {'name': 'Mass spectrometry', 'score': 0.6198834776878357}, {'name': 'Polymer', 'score': 0.6127080321311951}, {'name': 'Lactic acid', 'score': 0.601611852645874}, {'name': 'Polymer chemistry', 'score': 0.5323619842529297}, {'name': 'Poly ethylene', 'score': 0.5250698924064636}]"
